seq_name,mcg,gvh,alm,mit,erl,pox,vac,nuc,classification,class_code,z_cyt,z_nuc,z_mit,z_me3,z_me2,z_me1,z_exc,z_vac,z_pox,z_erl
DNLI_YEAST,0.67,0.71,0.52,0.65,0.5,0,0.53,0.36,NUC,1,0,1,0,0,0,0,0,0,0,0
R29B_YEAST,0.38,0.4,0.66,0.35,0.5,0,0.43,0.11,CYT,0,1,0,0,0,0,0,0,0,0,0
LAS1_YEAST,0.43,0.38,0.51,0.24,0.5,0,0.46,0.33,NUC,1,0,1,0,0,0,0,0,0,0,0
UNG_YEAST,0.53,0.44,0.54,0.52,0.5,0,0.49,0.38,NUC,1,0,1,0,0,0,0,0,0,0,0
SC15_YEAST,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
CALB_YEAST,0.37,0.42,0.51,0.11,0.5,0,0.57,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
EF1A_YEAST,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
YJ16_YEAST,0.5,0.45,0.49,0.3,0.5,0,0.47,0.4,NUC,1,0,1,0,0,0,0,0,0,0,0
RCA1_YEAST,0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
YMC2_YEAST,0.38,0.47,0.47,0.18,0.5,0,0.44,0.26,MIT,2,0,0,1,0,0,0,0,0,0,0
MCM2_YEAST,0.26,0.38,0.52,0.36,0.5,0,0.48,0.56,NUC,1,0,1,0,0,0,0,0,0,0,0
ALG1_YEAST,0.86,0.68,0.39,0.24,0.5,0,0.54,0.22,ME2,4,0,0,0,0,1,0,0,0,0,0
ODPA_YEAST,0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,MIT,2,0,0,1,0,0,0,0,0,0,0
ALG8_YEAST,0.41,0.54,0.39,0.2,0.5,0,0.51,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,NUC,1,0,1,0,0,0,0,0,0,0,0
GAL2_YEAST,0.44,0.51,0.37,0.15,0.5,0,0.51,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
ATP7_YEAST,0.54,0.52,0.63,0.37,0.5,0,0.46,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
T2EA_YEAST,0.55,0.79,0.45,0.25,0.5,0,0.51,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
CC6_YEAST,0.41,0.39,0.44,0.34,0.5,0,0.48,0.4,NUC,1,0,1,0,0,0,0,0,0,0,0
YP53_YEAST,0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
SOF1_YEAST,0.36,0.32,0.55,0.27,0.5,0,0.47,0.43,NUC,1,0,1,0,0,0,0,0,0,0,0
MYS4_YEAST,0.43,0.4,0.5,0.18,0.5,0,0.5,0.28,CYT,0,1,0,0,0,0,0,0,0,0,0
MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
GCN5_YEAST,0.31,0.31,0.54,0.18,0.5,0,0.52,0.29,NUC,1,0,1,0,0,0,0,0,0,0,0
IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
BUD5_YEAST,0.47,0.52,0.5,0.4,0.5,0,0.41,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
SON1_YEAST,0.4,0.39,0.6,0.23,0.5,0,0.52,0.31,NUC,1,0,1,0,0,0,0,0,0,0,0
MRS3_YEAST,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
CIN8_YEAST,0.21,0.41,0.55,0.11,0.5,0,0.5,0.27,CYT,0,1,0,0,0,0,0,0,0,0,0
YHY0_YEAST,0.82,0.63,0.47,0.18,0.5,0,0.5,0.22,POX,8,0,0,0,0,0,0,0,0,1,0
SRD1_YEAST,0.53,0.25,0.59,0.27,0.5,0,0.45,0.26,NUC,1,0,1,0,0,0,0,0,0,0,0
IRA2_YEAST,0.4,0.45,0.42,0.17,0.5,0,0.54,0.26,ME3,3,0,0,0,1,0,0,0,0,0,0
MDHM_YEAST,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
MSN2_YEAST,0.53,0.4,0.57,0.12,0.5,0,0.53,0.32,NUC,1,0,1,0,0,0,0,0,0,0,0
SYG_YEAST,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5,CYT,0,1,0,0,0,0,0,0,0,0,0
YCZ6_YEAST,0.58,0.44,0.45,0.32,0.5,0,0.52,0.37,NUC,1,0,1,0,0,0,0,0,0,0,0
MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,NUC,1,0,1,0,0,0,0,0,0,0,0
DPSD_YEAST,0.51,0.46,0.4,0.65,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
TRAM_YEAST,0.47,0.52,0.54,0.25,0.5,0,0.54,0.29,MIT,2,0,0,1,0,0,0,0,0,0,0
SRS2_YEAST,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61,NUC,1,0,1,0,0,0,0,0,0,0,0
LEU1_YEAST,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
DAL5_YEAST,0.34,0.42,0.3,0.23,0.5,0,0.53,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
SPA2_YEAST,0.5,0.45,0.51,0.19,0.5,0,0.53,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
RM08_YEAST,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,MIT,2,0,0,1,0,0,0,0,0,0,0
SYG1_YEAST,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31,ME3,3,0,0,0,1,0,0,0,0,0,0
IF2G_YEAST,0.51,0.35,0.46,0.15,0.5,0,0.51,0.42,CYT,0,1,0,0,0,0,0,0,0,0,0
FET4_YEAST,0.39,0.44,0.28,0.12,0.5,0,0.46,0.27,ME3,3,0,0,0,1,0,0,0,0,0,0
STH1_YEAST,0.66,0.65,0.53,0.17,0.5,0,0.47,0.66,NUC,1,0,1,0,0,0,0,0,0,0,0
SMY2_YEAST,0.6,0.64,0.56,0.36,0.5,0,0.46,0.27,CYT,0,1,0,0,0,0,0,0,0,0,0
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,CYT,0,1,0,0,0,0,0,0,0,0,0
TRM1_YEAST,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,MIT,2,0,0,1,0,0,0,0,0,0,0
PDI_YEAST,0.7,0.84,0.49,0.28,1,0,0.58,0.22,ERL,9,0,0,0,0,0,0,0,0,0,1
MA3S_YEAST,0.39,0.37,0.56,0.15,0.5,0,0.5,0.27,CYT,0,1,0,0,0,0,0,0,0,0,0
COXE_YEAST,0.49,0.46,0.45,0.45,0.5,0,0.52,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
DCP3_YEAST,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
INO1_YEAST,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
PT91_YEAST,0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
CH10_YEAST,0.55,0.53,0.56,0.29,0.5,0,0.48,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
SLN1_YEAST,0.52,0.65,0.36,0.37,0.5,0,0.52,0.34,ME3,3,0,0,0,1,0,0,0,0,0,0
YKN4_YEAST,0.46,0.62,0.46,0.54,0.5,0,0.51,0.27,MIT,2,0,0,1,0,0,0,0,0,0,0
PHR_YEAST,0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,NUC,1,0,1,0,0,0,0,0,0,0,0
COXB_YEAST,0.5,0.41,0.44,0.5,0.5,0,0.42,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
RM49_YEAST,0.5,0.46,0.64,0.36,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
YNE2_YEAST,0.44,0.41,0.29,0.21,0.5,0,0.49,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
THRC_YEAST,0.54,0.55,0.55,0.4,0.5,0,0.53,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
CAPA_YEAST,0.42,0.35,0.54,0.18,0.5,0,0.56,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
GCY_YEAST,0.6,0.4,0.59,0.18,0.5,0,0.48,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
EUG1_YEAST,0.77,0.8,0.51,0.4,1,0,0.54,0.22,ERL,9,0,0,0,0,0,0,0,0,0,1
TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
MRS2_YEAST,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,MIT,2,0,0,1,0,0,0,0,0,0,0
UCR6_YEAST,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
ALP1_YEAST,0.42,0.24,0.34,0.16,0.5,0,0.5,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
RIM2_YEAST,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
YHE0_YEAST,0.39,0.33,0.33,0.23,0.5,0,0.47,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
NHPA_YEAST,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29,NUC,1,0,1,0,0,0,0,0,0,0,0
K6P1_YEAST,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28,CYT,0,1,0,0,0,0,0,0,0,0,0
MT17_YEAST,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
VAC1_YEAST,0.55,0.44,0.5,0.09,0.5,0,0.55,0.22,VAC,7,0,0,0,0,0,0,0,1,0,0
NAT2_YEAST,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31,CYT,0,1,0,0,0,0,0,0,0,0,0
DPO2_YEAST,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,NUC,1,0,1,0,0,0,0,0,0,0,0
POB1_YEAST,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
SIR2_YEAST,0.42,0.28,0.49,0.22,0.5,0,0.55,0.34,NUC,1,0,1,0,0,0,0,0,0,0,0
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,CYT,0,1,0,0,0,0,0,0,0,0,0
ERG7_YEAST,0.34,0.38,0.45,0.19,0.5,0,0.51,0.22,ME2,4,0,0,0,0,1,0,0,0,0,0
INO2_YEAST,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26,NUC,1,0,1,0,0,0,0,0,0,0,0
FET3_YEAST,0.54,0.55,0.42,0.22,0.5,0,0.48,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32,NUC,1,0,1,0,0,0,0,0,0,0,0
SFL1_YEAST,0.49,0.49,0.52,0.18,0.5,0,0.51,0.25,NUC,1,0,1,0,0,0,0,0,0,0,0
YJ13_YEAST,0.68,0.5,0.43,0.27,0.5,0,0.61,0.22,ME2,4,0,0,0,0,1,0,0,0,0,0
RA52_YEAST,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31,NUC,1,0,1,0,0,0,0,0,0,0,0
RPA9_YEAST,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
ADA3_YEAST,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55,NUC,1,0,1,0,0,0,0,0,0,0,0
SIN4_YEAST,0.45,0.65,0.51,0.17,0.5,0,0.49,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
PPA1_YEAST,0.66,0.55,0.34,0.2,0.5,0,0.62,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
NFS1_YEAST,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,NUC,1,0,1,0,0,0,0,0,0,0,0
SIC1_YEAST,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
CNA1_YEAST,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
SKN1_YEAST,0.38,0.42,0.31,0.35,0.5,0,0.52,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
SUP2_YEAST,0.23,0.29,0.46,0,0.5,0,0.43,0.31,CYT,0,1,0,0,0,0,0,0,0,0,0
ADP1_YEAST,0.8,0.88,0.36,0.39,0.5,0,0.56,0.33,ME1,5,0,0,0,0,0,1,0,0,0,0
MD10_YEAST,0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
PR04_YEAST,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,NUC,1,0,1,0,0,0,0,0,0,0,0
CG13_YEAST,0.43,0.57,0.53,0.53,0.5,0,0.53,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
OPI1_YEAST,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
PDI_YEAST,0.7,0.84,0.49,0.28,1,0,0.58,0.22,ERL,9,0,0,0,0,0,0,0,0,0,1
AP19_YEAST,0.5,0.47,0.56,0.31,0.5,0,0.56,0.26,CYT,0,1,0,0,0,0,0,0,0,0,0
SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0,0.19,0.33,NUC,1,0,1,0,0,0,0,0,0,0,0
SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0,0.49,0.44,NUC,1,0,1,0,0,0,0,0,0,0,0
HS60_YEAST,0.45,0.56,0.51,0.64,0.5,0,0.54,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
YCS4_YEAST,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34,ME3,3,0,0,0,1,0,0,0,0,0,0
YK42_YEAST,0.58,0.51,0.63,0.2,0.5,0,0.5,0.42,NUC,1,0,1,0,0,0,0,0,0,0,0
SKO1_YEAST,0.47,0.55,0.57,0.17,0.5,0,0.52,0.66,NUC,1,0,1,0,0,0,0,0,0,0,0
NAB1_YEAST,0.49,0.6,0.55,0.17,0.5,0,0.44,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
R141_YEAST,0.57,0.41,0.59,0.24,0.5,0,0.4,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
PHO2_YEAST,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51,NUC,1,0,1,0,0,0,0,0,0,0,0
MA3T_YEAST,0.39,0.37,0.33,0.23,0.5,0,0.53,0.26,ME3,3,0,0,0,1,0,0,0,0,0,0
RNA1_YEAST,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
MLP1_YEAST,0.46,0.55,0.61,0.13,0.5,0,0.47,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
GPT_YEAST,0.79,0.57,0.41,0.28,0.5,0,0.59,0.22,ME2,4,0,0,0,0,1,0,0,0,0,0
IDHP_YEAST,0.51,0.52,0.48,0.5,0.5,0,0.51,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
NUC1_YEAST,0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,MIT,2,0,0,1,0,0,0,0,0,0,0
KIN1_YEAST,0.48,0.43,0.45,0.17,0.5,0,0.48,0.37,ME3,3,0,0,0,1,0,0,0,0,0,0
AFG3_YEAST,0.51,0.51,0.43,0.87,0.5,0,0.52,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
YCW2_YEAST,0.54,0.54,0.56,0.18,0.5,0,0.46,0.29,NUC,1,0,1,0,0,0,0,0,0,0,0
NOP2_YEAST,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57,NUC,1,0,1,0,0,0,0,0,0,0,0
CAP2_YEAST,0.47,0.39,0.55,0.24,0.5,0,0.47,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
MDM1_YEAST,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
SYAC_YEAST,0.4,0.45,0.57,0.18,0.5,0,0.56,0.26,CYT,0,1,0,0,0,0,0,0,0,0,0
RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,CYT,0,1,0,0,0,0,0,0,0,0,0
ATC2_YEAST,0.53,0.51,0.36,0.13,0.5,0,0.52,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
PE12_YEAST,0.28,0.46,0.26,0.18,0.5,0,0.39,0.22,VAC,7,0,0,0,0,0,0,0,1,0,0
SLY4_YEAST,0.4,0.43,0.36,0.33,0.5,0,0.51,0.22,ME3,3,0,0,0,1,0,0,0,0,0,0
ADA2_YEAST,0.61,0.6,0.55,0.21,0.5,0,0.5,0.25,NUC,1,0,1,0,0,0,0,0,0,0,0
PYRD_YEAST,0.48,0.39,0.56,0.23,0.5,0,0.6,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
N100_YEAST,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
UBC4_YEAST,0.47,0.46,0.49,0.27,0.5,0,0.59,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
CYC1_YEAST,0.46,0.54,0.71,0.15,0.5,0,0.59,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
PTR2_YEAST,0.36,0.33,0.38,0.15,0.5,0,0.55,0.36,ME3,3,0,0,0,1,0,0,0,0,0,0
MASZ_YEAST,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22,POX,8,0,0,0,0,0,0,0,0,1,0
CYC2_YEAST,0.4,0.56,0.48,0.14,0.5,0,0.47,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
ADB2_YEAST,0.48,0.39,0.51,0.21,0.5,0,0.52,0.28,CYT,0,1,0,0,0,0,0,0,0,0,0
YAF3_YEAST,0.77,0.78,0.27,0.37,0.5,0,0.49,0.22,ME1,5,0,0,0,0,0,1,0,0,0,0
HPR1_YEAST,0.5,0.45,0.49,0.15,0.5,0,0.55,0.43,NUC,1,0,1,0,0,0,0,0,0,0,0
SRB6_YEAST,0.55,0.47,0.53,0.2,0.5,0,0.4,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,NUC,1,0,1,0,0,0,0,0,0,0,0
RAD2_YEAST,0.39,0.44,0.54,0.24,0.5,0,0.51,0.49,NUC,1,0,1,0,0,0,0,0,0,0,0
ADT3_YEAST,0.64,0.62,0.49,0.15,0.5,0,0.53,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
TREA_YEAST,0.29,0.34,0.55,0.24,0.5,0,0.51,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
PR38_YEAST,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
HR25_YEAST,0.43,0.39,0.51,0.28,0.5,0,0.4,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
YJ51_YEAST,0.81,0.76,0.32,0.37,0.5,0,0.51,0.22,ME2,4,0,0,0,0,1,0,0,0,0,0
ST12_YEAST,0.38,0.51,0.56,0.21,0.5,0,0.48,0.31,NUC,1,0,1,0,0,0,0,0,0,0,0
GDI1_YEAST,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
SYSC_YEAST,0.3,0.33,0.55,0.12,0.5,0,0.53,0.38,CYT,0,1,0,0,0,0,0,0,0,0,0
TOP1_YEAST,0.41,0.42,0.53,0.17,0.5,0,0.48,0.58,NUC,1,0,1,0,0,0,0,0,0,0,0
RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27,NUC,1,0,1,0,0,0,0,0,0,0,0
LEU2_YEAST,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,CYT,0,1,0,0,0,0,0,0,0,0,0
DLDH_YEAST,0.48,0.48,0.5,0.47,0.5,0,0.55,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
RT05_YEAST,0.38,0.54,0.54,0.41,0.5,0,0.51,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
CARA_YEAST,0.53,0.51,0.46,0.28,0.5,0,0.48,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
IMP2_YEAST,0.35,0.49,0.47,0.22,0.5,0,0.5,0.28,MIT,2,0,0,1,0,0,0,0,0,0,0
YBC4_YEAST,0.32,0.3,0.57,0.38,0.5,0,0.5,0.25,NUC,1,0,1,0,0,0,0,0,0,0,0
SC21_YEAST,0.44,0.71,0.5,0.21,0.5,0,0.54,0.27,CYT,0,1,0,0,0,0,0,0,0,0,0
KIP1_YEAST,0.43,0.52,0.53,0.52,1,0,0.49,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
TRPG_YEAST,0.57,0.36,0.51,0.25,0.5,0,0.54,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
TF3A_YEAST,0.41,0.59,0.65,0.14,0.5,0,0.49,0.33,NUC,1,0,1,0,0,0,0,0,0,0,0
RM09_YEAST,0.58,0.53,0.57,0.46,0.5,0,0.51,0.27,MIT,2,0,0,1,0,0,0,0,0,0,0
RL34_YEAST,0.38,0.43,0.53,0.22,0.5,0,0.48,0.11,CYT,0,1,0,0,0,0,0,0,0,0,0
PRTB_YEAST,0.75,0.69,0.48,0.13,0.5,0,0.57,0.4,VAC,7,0,0,0,0,0,0,0,1,0,0
NAP1_YEAST,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
LY14_YEAST,0.44,0.53,0.43,0.17,0.5,0,0.54,0.75,NUC,1,0,1,0,0,0,0,0,0,0,0
UCR9_YEAST,0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
DBR1_YEAST,0.55,0.54,0.56,0.22,0.5,0,0.5,0.37,NUC,1,0,1,0,0,0,0,0,0,0,0
YBC6_YEAST,0.54,0.6,0.57,0.17,0.5,0,0.44,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31,NUC,1,0,1,0,0,0,0,0,0,0,0
GPDM_YEAST,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
IPY2_YEAST,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75,NUC,1,0,1,0,0,0,0,0,0,0,0
R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25,CYT,0,1,0,0,0,0,0,0,0,0,0
ACE2_YEAST,0.42,0.37,0.59,0.2,0.5,0,0.52,0.29,NUC,1,0,1,0,0,0,0,0,0,0,0
SNF2_YEAST,0.33,0.47,0.55,0.24,0.5,0,0.45,0.67,NUC,1,0,1,0,0,0,0,0,0,0,0
RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
DBF4_YEAST,0.35,0.4,0.59,0.22,0.5,0,0.47,0.37,NUC,1,0,1,0,0,0,0,0,0,0,0
PT22_YEAST,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
CC24_YEAST,0.34,0.54,0.5,0.21,0.5,0,0.54,0.31,CYT,0,1,0,0,0,0,0,0,0,0,0
PGD1_YEAST,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51,NUC,1,0,1,0,0,0,0,0,0,0,0
ADT1_YEAST,0.58,0.61,0.47,0.13,0.5,0,0.48,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
NOT1_YEAST,0.37,0.46,0.4,0.27,0.5,0,0.45,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
COX3_YEAST,0.52,0.77,0.38,0.34,0.5,0,0.51,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0,0.48,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
RFC1_YEAST,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72,NUC,1,0,1,0,0,0,0,0,0,0,0
SX19_YEAST,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,POX,8,0,0,0,0,0,0,0,0,1,0
H3_YEAST,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,NUC,1,0,1,0,0,0,0,0,0,0,0
PMGY_YEAST,0.55,0.41,0.56,0.21,0.5,0,0.52,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
MPP2_YEAST,0.5,0.62,0.54,0.66,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
CYAA_YEAST,0.2,0.26,0.52,0.14,0.5,0,0.53,0.44,CYT,0,1,0,0,0,0,0,0,0,0,0
SEC8_YEAST,0.48,0.51,0.5,0.24,0.5,0,0.54,0.38,CYT,0,1,0,0,0,0,0,0,0,0,0
PPAB_YEAST,0.74,0.72,0.5,0.28,0.5,0,0.5,0.27,EXC,6,0,0,0,0,0,0,1,0,0,0
TKT2_YEAST,0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
TSA_YEAST,0.59,0.64,0.44,0.26,0.5,0,0.5,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
SRB2_YEAST,0.49,0.48,0.51,0.21,0.5,0,0.53,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22,CYT,0,1,0,0,0,0,0,0,0,0,0
ODO1_YEAST,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,MIT,2,0,0,1,0,0,0,0,0,0,0
AAR2_YEAST,0.58,0.44,0.57,0.13,0.5,0,0.54,0.22,NUC,1,0,1,0,0,0,0,0,0,0,0
SR14_YEAST,0.61,0.5,0.61,0.21,0.5,0,0.55,0.54,CYT,0,1,0,0,0,0,0,0,0,0,0
MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38,NUC,1,0,1,0,0,0,0,0,0,0,0
ODO2_YEAST,0.53,0.5,0.54,0.56,0.5,0,0.49,0.41,MIT,2,0,0,1,0,0,0,0,0,0,0
RM38_YEAST,0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,MIT,2,0,0,1,0,0,0,0,0,0,0
SRP1_YEAST,0.79,0.79,0.42,0.26,0.5,0,0.6,0.22,ME1,5,0,0,0,0,0,1,0,0,0,0
